source_db	source_id	source_name	modulation	type	target_db	target_id	target_name
chebi	CHEBI:61908	EC 1.14.13.39 (nitric oxide synthase) inhibitor	inhibitor	protein family	ec-code	1.14.13.39	1.14.13.39
chebi	CHEBI:77783	EC 1.14.13.67 (quinine 3-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.13.67	1.14.13.67
chebi	CHEBI:77884	EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor	inhibitor	protein family	ec-code	1.14.13.70	1.14.13.70
chebi	CHEBI:83316	EC 1.14.13.72 (methylsterol monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.13.72	1.14.13.72
chebi	CHEBI:86430	EC 1.14.13.78 (ent-kaurene oxidase) inhibitor	inhibitor	protein family	ec-code	1.14.13.78	1.14.13.78
chebi	CHEBI:86501	EC 1.14.13.97 (taurochenodeoxycholate 6alpha-hydroxylase) inhibitor	inhibitor	protein family	ec-code	1.14.13.97	1.14.13.97
chebi	CHEBI:76838	EC 1.14.14.* (oxidoreductase acting on paired donors, incorporating of 1 atom of oxygen, with reduced flavin or flavoprotein as one donor) inhibitor	inhibitor	protein family	ec-code	1.14.14	1.14.14
chebi	CHEBI:76898	EC 1.14.14.1 (unspecific monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.14.1	1.14.14.1
chebi	CHEBI:50790	EC 1.14.14.14 (aromatase) inhibitor	inhibitor	protein family	ec-code	1.14.14.14	1.14.14.14
chebi	CHEBI:143828	EC 1.14.14.154 (sterol 14alpha-demethylase) inhibitor	inhibitor	protein family	ec-code	1.14.14.154	1.14.14.154
chebi	CHEBI:142480	EC 1.14.14.94 (leukotriene-B4 20-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.14.94	1.14.14.94
chebi	CHEBI:76843	EC 1.14.15.* (oxidoreductase acting on paired donors, with reduced Fe-S protein as one donor, incorporating 1 O atom) inhibitor	inhibitor	protein family	ec-code	1.14.15	1.14.15
chebi	CHEBI:142481	EC 1.14.15.3 (alkane 1-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.15.3	1.14.15.3
chebi	CHEBI:76798	EC 1.14.15.4 (steroid 11beta-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.15.4	1.14.15.4
chebi	CHEBI:144064	EC 1.14.15.6 cholesterol monooxygenase (side-chain-cleaving) inhibitor	inhibitor	protein family	ec-code	1.14.15.6	1.14.15.6
chebi	CHEBI:76847	EC 1.14.16.* (oxidoreductase acting on paired donors, reduced pteridine as one donor, incorporating 1 atom of oxygen) inhibitor	inhibitor	protein family	ec-code	1.14.16	1.14.16
chebi	CHEBI:63932	EC 1.14.16.2 (tyrosine 3-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.16.2	1.14.16.2
chebi	CHEBI:139338	EC 1.14.17.* (oxidoreductase acting on paired donors, with incorporation or reduction of molecular oxygen and with reduced ascorbate as one donor, and incorporation of one atom of oxygen) inhibitor	inhibitor	protein family	ec-code	1.14.17	1.14.17
chebi	CHEBI:139339	EC 1.14.17.1 (dopamine beta-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.17.1	1.14.17.1
chebi	CHEBI:76845	EC 1.14.18.* (oxidoreductase acting on paired donors, miscellaneous compound as one donor, incorporating 1 atom of oxygen) inhibitor	inhibitor	protein family	ec-code	1.14.18	1.14.18
chebi	CHEBI:59997	EC 1.14.18.1 (tyrosinase) inhibitor	inhibitor	protein family	ec-code	1.14.18.1	1.14.18.1
chebi	CHEBI:76840	EC 1.14.99.* (miscellaneous oxidoreductase acting on paired donors, with incorporation or reduction of molecular oxygen) inhibitor	inhibitor	protein family	ec-code	1.14.99	1.14.99
chebi	CHEBI:35544	EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor	inhibitor	protein family	ec-code	1.14.99.1	1.14.99.1
chebi	CHEBI:68640	EC 1.14.99.9 (steroid 17alpha-monooxygenase) inhibitor	inhibitor	protein family	ec-code	1.14.99.9	1.14.99.9
chebi	CHEBI:76742	EC 1.15.* (oxidoreductase acting on superoxide as acceptor) inhibitor	inhibitor	protein family	ec-code	1.15	1.15
chebi	CHEBI:134084	EC 1.15.1.1 (superoxide dismutase) inhibitor	inhibitor	protein family	ec-code	1.15.1.1	1.15.1.1
chebi	CHEBI:76743	EC 1.16.* (oxidoreductase oxidising metal ions) inhibitor	inhibitor	protein family	ec-code	1.16	1.16
chebi	CHEBI:76744	EC 1.17.* (oxidoreductase acting on CH or CH2) inhibitor	inhibitor	protein family	ec-code	1.17	1.17
chebi	CHEBI:76850	EC 1.17.3.* (oxidoreductase acting on CH or CH2 with oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.17.3	1.17.3
chebi	CHEBI:35634	EC 1.17.3.2 (xanthine oxidase) inhibitor	inhibitor	protein family	ec-code	1.17.3.2	1.17.3.2
chebi	CHEBI:76848	EC 1.17.4.* (oxidoreductase acting on CH or CH2 with a disulfide as acceptor) inhibitor	inhibitor	protein family	ec-code	1.17.4	1.17.4
chebi	CHEBI:74213	EC 1.17.4.1 (ribonucleoside-diphosphate reductase) inhibitor	inhibitor	protein family	ec-code	1.17.4.1	1.17.4.1
chebi	CHEBI:76745	EC 1.18.* (oxidoreductase acting on Fe-S proteins as donors) inhibitor	inhibitor	protein family	ec-code	1.18	1.18
chebi	CHEBI:76746	EC 1.19.* (oxidoreductase acting on reduced flavodoxin as donor) inhibitor	inhibitor	protein family	ec-code	1.19	1.19
chebi	CHEBI:76727	EC 1.2.* (oxidoreductase acting on donor aldehyde/oxo group) inhibitor	inhibitor	protein family	ec-code	1.2	1.2
chebi	CHEBI:76852	EC 1.2.1.* (oxidoreductase acting on donor aldehyde/oxo group with NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	ec-code	1.2.1	1.2.1
chebi	CHEBI:145814	EC 1.2.1.12 (aspartate-semialdehyde dehydrogenase) inhibitor	inhibitor	protein family	ec-code	1.2.1.12	1.2.1.12
chebi	CHEBI:70817	EC 1.2.1.12 [glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)] inhibitor	inhibitor	protein family	ec-code	1.2.1.12	1.2.1.12
chebi	CHEBI:35487	EC 1.2.1.3 [aldehyde dehydrogenase (NAD(+))] inhibitor	inhibitor	protein family	ec-code	1.2.1.3	1.2.1.3
chebi	CHEBI:77763	EC 1.2.1.88 (L-glutamate gamma-semialdehyde dehydrogenase) inhibitor	inhibitor	protein family	ec-code	1.2.1.88	1.2.1.88
chebi	CHEBI:76853	EC 1.2.3.* (oxidoreductase acting on donor aldehyde/oxo group with oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.2.3	1.2.3
chebi	CHEBI:62872	EC 1.2.3.1 (aldehyde oxidase) inhibitor	inhibitor	protein family	ec-code	1.2.3.1	1.2.3.1
chebi	CHEBI:76747	EC 1.20.* (oxidoreductase acting on P or As in donors) inhibitor	inhibitor	protein family	ec-code	1.20	1.20
chebi	CHEBI:76748	EC 1.21.* (oxidoreductase acting on X-H and Y-H to form an X-Y bond) inhibitor	inhibitor	protein family	ec-code	1.21	1.21
chebi	CHEBI:77109	EC 1.21.3.* (oxidoreductase acting on X-H and Y-H to form an X-Y bond, with oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.21.3	1.21.3
chebi	CHEBI:77110	EC 1.21.3.3 (reticuline oxidase) inhibitor	inhibitor	protein family	ec-code	1.21.3.3	1.21.3.3
chebi	CHEBI:76750	EC 1.22.* (oxidoreductase acting on halogen in donors) inhibitor	inhibitor	protein family	ec-code	1.22	1.22
chebi	CHEBI:76752	EC 1.23.* (oxidoreductase acting on C-O-C group as acceptor) inhibitor	inhibitor	protein family	ec-code	1.23	1.23
chebi	CHEBI:76729	EC 1.3.* (oxidoreductase acting on donor CH-CH group) inhibitor	inhibitor	protein family	ec-code	1.3	1.3
chebi	CHEBI:76857	EC 1.3.1.* (oxidoreductase acting on donor CH-CH group, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	ec-code	1.3.1	1.3.1
chebi	CHEBI:50781	EC 1.3.1.22 [3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))] inhibitor	inhibitor	protein family	ec-code	1.3.1.22	1.3.1.22
chebi	CHEBI:64416	EC 1.3.1.43 (arogenate dehydrogenase) inhibitor	inhibitor	protein family	ec-code	1.3.1.43	1.3.1.43
chebi	CHEBI:83319	EC 1.3.1.70 (Delta(14)-sterol reductase) inhibitor	inhibitor	protein family	ec-code	1.3.1.70	1.3.1.70
chebi	CHEBI:78728	EC 1.3.1.72 (Delta(24)-sterol reductase) inhibitor	inhibitor	protein family	ec-code	1.3.1.72	1.3.1.72
chebi	CHEBI:78377	EC 1.3.1.8 [acyl-CoA dehydrogenase (NADP(+))] inhibitor	inhibitor	protein family	ec-code	1.3.1.8	1.3.1.8
chebi	CHEBI:139512	EC 1.3.1.9 [enoyl-[acyl-carrier-protein] reductase (NADH)] inhibitor	inhibitor	protein family	ec-code	1.3.1.9	1.3.1.9
chebi	CHEBI:76860	EC 1.3.3.* (oxidoreductase acting on donor CH-CH group, oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.3.3	1.3.3
chebi	CHEBI:73192	EC 1.3.3.4 (protoporphyrinogen oxidase) inhibitor	inhibitor	protein family	ec-code	1.3.3.4	1.3.3.4
chebi	CHEBI:77102	EC 1.3.5.* (oxidoreductase acting on CH-CH of donor with a quinone or related compound as acceptor) inhibitor	inhibitor	protein family	ec-code	1.3.5	1.3.5
chebi	CHEBI:83072	EC 1.3.5.1 [succinate dehydrogenase (quinone)] inhibitor	inhibitor	protein family	ec-code	1.3.5.1	1.3.5.1
chebi	CHEBI:77103	EC 1.3.5.2 [dihydroorotate dehydrogenase (quinone)] inhibitor	inhibitor	protein family	ec-code	1.3.5.2	1.3.5.2
chebi	CHEBI:76858	EC 1.3.98.* (oxidoreductase acting on donor CH-CH group, with other, known, acceptors) inhibitor	inhibitor	protein family	ec-code	1.3.98	1.3.98
chebi	CHEBI:68542	EC 1.3.98.1 [dihydroorotate oxidase (fumarate)] inhibitor	inhibitor	protein family	ec-code	1.3.98.1	1.3.98.1
chebi	CHEBI:76859	EC 1.3.99.* (oxidoreductase acting on donor CH-CH group, with other acceptors) inhibitor	inhibitor	protein family	ec-code	1.3.99	1.3.99
chebi	CHEBI:72774	EC 1.3.99.29 [phytoene desaturase (zeta-carotene-forming)] inhibitor	inhibitor	protein family	ec-code	1.3.99.29	1.3.99.29
chebi	CHEBI:76730	EC 1.4.* (oxidoreductase acting on donor CH-NH2 group) inhibitor	inhibitor	protein family	ec-code	1.4	1.4
chebi	CHEBI:86009	EC 1.4.1.* (oxidoreductase acting on donor CH-NH2 group; NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	ec-code	1.4.1	1.4.1
chebi	CHEBI:86010	EC 1.4.1.3 \{glutamate dehydrogenase [NAD(P)(+)]\} inhibitor	inhibitor	protein family	ec-code	1.4.1.3	1.4.1.3
chebi	CHEBI:76861	EC 1.4.3.* (oxidoreductase acting on donor CH-NH2 group, oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.4.3	1.4.3
chebi	CHEBI:144097	EC 1.4.3.2 (L-amino-acid oxidase) inhibitor	inhibitor	protein family	ec-code	1.4.3.2	1.4.3.2
chebi	CHEBI:53659	EC 1.4.3.22 (diamine oxidase) inhibitor	inhibitor	protein family	ec-code	1.4.3.22	1.4.3.22
chebi	CHEBI:85052	EC 1.4.3.3 (D-amino-acid oxidase) inhibitor	inhibitor	protein family	ec-code	1.4.3.3	1.4.3.3
chebi	CHEBI:38623	EC 1.4.3.4 (monoamine oxidase) inhibitor	inhibitor	protein family	ec-code	1.4.3.4	1.4.3.4
chebi	CHEBI:76862	EC 1.4.4.* (oxidoreductase acting on donor CH-NH2 group, a disulfide as acceptor) inhibitor	inhibitor	protein family	ec-code	1.4.4	1.4.4
chebi	CHEBI:75429	EC 1.4.4.2 [glycine dehydrogenase (aminomethyl-transferring)] inhibitor	inhibitor	protein family	ec-code	1.4.4.2	1.4.4.2
chebi	CHEBI:77088	EC 1.4.7.* (oxidoreductase acting on donor CH-NH2 group, Fe-S protein as acceptor) inhibitor	inhibitor	protein family	ec-code	1.4.7	1.4.7
chebi	CHEBI:62089	EC 1.4.7.1 [glutamate synthase (ferredoxin)] inhibitor	inhibitor	protein family	ec-code	1.4.7.1	1.4.7.1
chebi	CHEBI:76731	EC 1.5.* (oxidoreductase acting on donor CH-NH group) inhibitor	inhibitor	protein family	ec-code	1.5	1.5
chebi	CHEBI:76863	EC 1.5.1.* (oxidoreductase acting on donor CH-NH group, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	ec-code	1.5.1	1.5.1
chebi	CHEBI:50683	EC 1.5.1.3 (dihydrofolate reductase) inhibitor	inhibitor	protein family	ec-code	1.5.1.3	1.5.1.3
chebi	CHEBI:76733	EC 1.6.* (oxidoreductase acting on NADH or NADPH) inhibitor	inhibitor	protein family	ec-code	1.6	1.6
chebi	CHEBI:76867	EC 1.6.3.* (oxidoreductase acting on NADH or NADPH with oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.6.3	1.6.3
chebi	CHEBI:50423	EC 1.6.3.1. [NAD(P)H oxidase (H2O2-forming)] inhibitor	inhibitor	protein family	ec-code	1.6.3.1	1.6.3.1
chebi	CHEBI:76866	EC 1.6.5.* (oxidoreductase acting on NADH or NADPH with a quinone or similar as acceptor) inhibitor	inhibitor	protein family	ec-code	1.6.5	1.6.5
chebi	CHEBI:50390	EC 1.6.5.2 [NAD(P)H dehydrogenase (quinone)] inhibitor	inhibitor	protein family	ec-code	1.6.5.2	1.6.5.2
chebi	CHEBI:38503	EC 1.6.5.3 [NADH:ubiquinone reductase (H(+)-translocating)] inhibitor	inhibitor	protein family	ec-code	1.6.5.3	1.6.5.3
chebi	CHEBI:76734	EC 1.7.* (oxidoreductase acting on other nitrogenous compounds as donors) inhibitor	inhibitor	protein family	ec-code	1.7	1.7
chebi	CHEBI:76735	EC 1.8.* (oxidoreductase acting on sulfur group of donors) inhibitor	inhibitor	protein family	ec-code	1.8	1.8
chebi	CHEBI:76869	EC 1.8.1.* (oxidoreductase acting on sulfur group of donors, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	ec-code	1.8.1	1.8.1
chebi	CHEBI:77402	EC 1.8.1.12 (trypanothione-disulfide reductase) inhibitor	inhibitor	protein family	ec-code	1.8.1.12	1.8.1.12
chebi	CHEBI:134545	EC 1.8.1.4 (dihydrolipoyl dehydrogenase) inhibitor	inhibitor	protein family	ec-code	1.8.1.4	1.8.1.4
chebi	CHEBI:64670	EC 1.8.1.9 (thioredoxin reductase) inhibitor	inhibitor	protein family	pr	PR:000024130	thioredoxin reductase
chebi	CHEBI:64670	EC 1.8.1.9 (thioredoxin reductase) inhibitor	inhibitor	protein family	ec-code	1.8.1.9	1.8.1.9
chebi	CHEBI:90920	EC 1.8.5.* (oxidoreductase acting on sulfur group donors, quinone or similar as acceptor) inhibitor	inhibitor	protein family	ec-code	1.8.5	1.8.5
chebi	CHEBI:90921	EC 1.8.5.4 (sulfide:quinone reductase) inhibitor	inhibitor	protein family	ec-code	1.8.5.4	1.8.5.4
chebi	CHEBI:76736	EC 1.9.* (oxidoreductase acting on donor heme group) inhibitor	inhibitor	protein family	ec-code	1.9	1.9
chebi	CHEBI:76870	EC 1.9.3.* (oxidoreductase acting on donor heme group, oxygen as acceptor) inhibitor	inhibitor	protein family	ec-code	1.9.3	1.9.3
chebi	CHEBI:38500	EC 1.9.3.1 (cytochrome c oxidase) inhibitor	inhibitor	protein family	ec-code	1.9.3.1	1.9.3.1
chebi	CHEBI:76753	EC 1.97.* (other oxidoreductase) inhibitor	inhibitor	protein family	ec-code	1.97	1.97
chebi	CHEBI:76755	EC 1.98.* (enzymes using H2 as reductant) inhibitor	inhibitor	protein family	ec-code	1.98	1.98
chebi	CHEBI:76757	EC 1.99.* (other oxidoreductases using O2 as oxidant) inhibitor	inhibitor	protein family	ec-code	1.99	1.99
chebi	CHEBI:71300	EC 2.* (transferase) inhibitor	inhibitor	protein family	ec-code	2	2
chebi	CHEBI:76655	EC 2.1.* (C1-transferase) inhibitor	inhibitor	protein family	ec-code	2.1	2.1
chebi	CHEBI:76871	EC 2.1.1.* (methyltransferases) inhibitor	inhibitor	protein family	ec-code	2.1.1	2.1.1
chebi	CHEBI:77111	EC 2.1.1.116 [3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase] inhibitor	inhibitor	protein family	ec-code	2.1.1.116	2.1.1.116
