source_db	source_id	source_name	modulation	type	target_db	target_id	target_name
chebi	CHEBI:73618	spectrophotometric reagent		?	?	?	?
chebi	CHEBI:52208	biophysical role		?	?	?	?
chebi	CHEBI:50864	insulin-sensitizing drug		?	?	?	?
chebi	CHEBI:35230	fossil fuel		?	?	?	?
chebi	CHEBI:73913	antifolate		?	?	?	?
chebi	CHEBI:26672	siderophore		?	?	?	?
chebi	CHEBI:50684	cross-linking reagent		?	?	?	?
chebi	CHEBI:23888	drug		?	?	?	?
chebi	CHEBI:61774	inositol phosphorylceramide synthase inhibitor		?	?	?	?
chebi	CHEBI:24002	ethylene releasers		?	?	?	?
chebi	CHEBI:142185	5-hydroxytryptamine 2C receptor agonist		?	?	?	?
chebi	CHEBI:50733	nutraceutical		?	?	?	?
chebi	CHEBI:35471	psychotropic drug		?	?	?	?
chebi	CHEBI:51217	fluorochrome		?	?	?	?
chebi	CHEBI:88227	potassium ionophore		?	?	?	?
chebi	CHEBI:24850	insect attractant		?	?	?	?
chebi	CHEBI:39276	fumigant		?	?	?	?
chebi	CHEBI:132972	farnesoid X receptor agonist		?	?	?	?
chebi	CHEBI:51061	hormone receptor modulator		?	?	?	?
chebi	CHEBI:50514	vasoconstrictor agent		?	?	?	?
chebi	CHEBI:50919	antiemetic		?	?	?	?
chebi	CHEBI:38632	membrane transport modulator		?	?	?	?
chebi	CHEBI:23891	ecdysone antagonists		?	?	?	?
chebi	CHEBI:131809	SMO receptor agonist		?	?	?	?
chebi	CHEBI:49110	peripheral nervous system drug		?	?	?	?
chebi	CHEBI:59132	antigen		?	?	?	?
chebi	CHEBI:39412	bridged diphenyl acaricide		?	?	?	?
chebi	CHEBI:38456	ecdysone agonist		?	?	?	?
chebi	CHEBI:64047	food additive		?	?	?	?
chebi	CHEBI:48358	polar aprotic solvent		?	?	?	?
chebi	CHEBI:50909	nephrotoxic agent		?	?	?	?
chebi	CHEBI:50904	allergen		?	?	?	?
chebi	CHEBI:49201	anti-ulcer drug		?	?	?	?
chebi	CHEBI:83074	kairomone		?	?	?	?
chebi	CHEBI:38060	triazine insecticide		?	?	?	?
chebi	CHEBI:35210	spin label		?	?	?	?
chebi	CHEBI:25573	nodulation factor		?	?	?	?
chebi	CHEBI:64588	glycine transporter 1 inhibitor		?	?	?	?
chebi	CHEBI:55324	gastrointestinal drug		?	?	?	?
chebi	CHEBI:50248	hematologic agent		?	?	?	?
chebi	CHEBI:35482	opioid analgesic		?	?	?	?
chebi	CHEBI:35845	gout suppressant		?	?	?	?
chebi	CHEBI:63923	sclerotherapy agent		?	?	?	?
chebi	CHEBI:48878	nicotinic antagonist		?	?	?	?
chebi	CHEBI:48539	alpha-adrenergic drug		?	?	?	?
chebi	CHEBI:63054	osteogenesis regulator		?	?	?	?
chebi	CHEBI:22309	alicyclic antibiotics		?	?	?	?
chebi	CHEBI:90414	secretagogue		?	?	?	?
chebi	CHEBI:78017	food propellant		?	?	?	?
chebi	CHEBI:37335	MRI contrast agent		?	?	?	?
chebi	CHEBI:75325	cathartic		?	?	?	?
chebi	CHEBI:64477	monolignol		?	?	?	?
chebi	CHEBI:65265	antacid		?	?	?	?
chebi	CHEBI:64949	anti-HIV-2 agent		?	?	?	?
chebi	CHEBI:52206	biochemical role		?	?	?	?
chebi	CHEBI:52941	phosphate protecting group		?	?	?	?
chebi	CHEBI:48278	serotonergic drug		?	?	?	?
chebi	CHEBI:140190	calcium-dependent antibiotics		?	?	?	?
chebi	CHEBI:37338	radioopaque medium		?	?	?	?
chebi	CHEBI:24874	iron ionophore		?	?	?	?
chebi	CHEBI:50114	estrogen		?	?	?	?
chebi	CHEBI:35209	label		?	?	?	?
chebi	CHEBI:77963	sequestrant		?	?	?	?
chebi	CHEBI:90415	insulin secretagogue		?	?	?	?
chebi	CHEBI:73911	vibriostatic agent		?	?	?	?
chebi	CHEBI:66993	tocolytic agent		?	?	?	?
chebi	CHEBI:67200	provitamin A		?	?	?	?
chebi	CHEBI:88295	G-protein-coupled receptor antagonist		?	?	?	?
chebi	CHEBI:133024	lymphocyte function-associated antigen-1 antagonist		?	?	?	?
chebi	CHEBI:33286	agrochemical		?	?	?	?
chebi	CHEBI:33904	molluscicide		?	?	?	?
chebi	CHEBI:38706	pediculicide		?	?	?	?
chebi	CHEBI:90199	c-Met tyrosine kinase inhibitor		?	?	?	?
chebi	CHEBI:66980	nootropic agent		?	?	?	?
chebi	CHEBI:35476	antipsychotic agent		?	?	?	?
chebi	CHEBI:26220	precocenes		?	?	?	?
chebi	CHEBI:39208	antibiotic insecticide		?	?	?	?
chebi	CHEBI:35554	cardiovascular drug		?	?	?	?
chebi	CHEBI:65256	antimicrobial food preservative		?	?	?	?
chebi	CHEBI:85384	GABA reuptake inhibitor		?	?	?	?
chebi	CHEBI:66902	CFTR potentiator		?	?	?	?
chebi	CHEBI:67105	insect sterilant		?	?	?	?
chebi	CHEBI:77969	food humectant		?	?	?	?
chebi	CHEBI:35530	beta-adrenergic antagonist		?	?	?	?
chebi	CHEBI:78592	vesicant		?	?	?	?

chebi	CHEBI:68563	P2Y12 receptor antagonist	antagonist	?	?	?	?
chebi	CHEBI:74886	neoglycolipid probe		?	?	?	?
chebi	CHEBI:59864	depigmentation drug		?	?	?	?
chebi	CHEBI:50751	anti-estrogen		?	?	?	?
chebi	CHEBI:51065	dopamine agonist		?	?	?	?
chebi	CHEBI:139074	LIM kinase inhibitor		?	?	?	?
chebi	CHEBI:38634	voltage-gated sodium channel blocker		?	?	?	?
chebi	CHEBI:90709	nuclear receptor modulator		?	?	?	?
chebi	CHEBI:91079	purinergic receptor P2 antagonist		?	?	?	?
chebi	CHEBI:51373	GABA agonist		?	?	?	?
chebi	CHEBI:49325	oral contraceptive		?	?	?	?
chebi	CHEBI:48706	antagonist		?	?	?	?
chebi	CHEBI:53142	P2Y2 receptor agonist		?	?	?	?
chebi	CHEBI:51267	swelling agent		?	?	?	?
chebi	CHEBI:64946	anti-HIV agent		?	?	?	?
chebi	CHEBI:23924	enzyme inhibitor		?	?	?	?
chebi	CHEBI:53559	topoisomerase IV inhibitor		?	?	?	?
chebi	CHEBI:50533	protein denaturant		?	?	?	?
chebi	CHEBI:139246	peptide probe		?	?	?	?
chebi	CHEBI:22583	antifeedant		?	?	?	?
chebi	CHEBI:68844	phosphodiesterase IV inhibitor		?	?	?	?
chebi	CHEBI:64954	anti-HSV-2 agent		?	?	?	?
chebi	CHEBI:37887	adrenergic antagonist		?	?	?	?
chebi	CHEBI:55323	antidiarrhoeal drug		?	?	?	?
chebi	CHEBI:75769	B vitamin		?	?	?	?
chebi	CHEBI:90847	inverse agonist		?	?	?	?
chebi	CHEBI:83609	steatosis inducing agent		?	?	?	?
chebi	CHEBI:35705	immunosuppressive agent		?	?	?	?
chebi	CHEBI:73263	cyclooxygenase 3 inhibitor		?	?	?	?
chebi	CHEBI:67114	ryanodine receptor agonist		?	?	?	?
chebi	CHEBI:76990	mycoestrogen		?	?	?	?
chebi	CHEBI:50908	hepatotoxic agent		?	?	?	?
chebi	CHEBI:76988	xenoestrogen		?	?	?	?
chebi	CHEBI:48360	amphiprotic solvent		?	?	?	?
chebi	CHEBI:25078	luciferin		?	?	?	?
chebi	CHEBI:50905	teratogenic agent		?	?	?	?
chebi	CHEBI:90172	c-Jun N-terminal kinase inhibitor		?	?	?	?
chebi	CHEBI:131795	dopamine receptor D1 agonist		?	?	?	?
chebi	CHEBI:39217	antibiotic nematicide		?	?	?	?
chebi	CHEBI:143231	carbohydrate allergen		?	?	?	?
chebi	CHEBI:52209	aetiopathogenetic role		?	?	?	?
chebi	CHEBI:48279	serotonergic antagonist		?	?	?	?
chebi	CHEBI:139055	PERK inhibitor		?	?	?	?
chebi	CHEBI:141301	pronematicide		?	?	?	?
chebi	CHEBI:139155	melanin-concentrating hormone receptor antagonist		?	?	?	?
chebi	CHEBI:50748	antipsoriatic		?	?	?	?
chebi	CHEBI:142782	TRPV channel modulator		?	?	?	?
chebi	CHEBI:63047	food emulsifier		?	?	?	?
chebi	CHEBI:136647	proacaricide		?	?	?	?
chebi	CHEBI:62215	allelochemical		?	?	?	?
chebi	CHEBI:143252	ceramide allergen		?	?	?	?
chebi	CHEBI:25512	neurotransmitter		?	?	?	?
chebi	CHEBI:82824	calpain inhibitor		?	?	?	?
chebi	CHEBI:38155	phytosiderophore		?	?	?	?
chebi	CHEBI:71168	HIV-1 maturation inhibitor		?	?	?	?
chebi	CHEBI:39415	dinitrophenol insecticide		?	?	?	?
chebi	CHEBI:74136	lachrymator		?	?	?	?
chebi	CHEBI:59740	nucleophilic reagent		?	?	?	?
chebi	CHEBI:70728	actin polymerisation inhibitor		?	?	?	?
chebi	CHEBI:39259	pyrethroid ester acaricide		?	?	?	?
chebi	CHEBI:50857	anti-allergic agent		?	?	?	?
chebi	CHEBI:35499	hallucinogen		?	?	?	?
chebi	CHEBI:62914	axin stabilizer		?	?	?	?
chebi	CHEBI:85424	glycine transporter 2 inhibitor		?	?	?	?
chebi	CHEBI:48001	protein synthesis inhibitor		?	?	?	?
chebi	CHEBI:50507	appetite depressant		?	?	?	?
chebi	CHEBI:64951	anti-HBV agent		?	?	?	?
chebi	CHEBI:60603	kappa-opioid agent		?	?	?	?
chebi	CHEBI:35498	diuretic		?	?	?	?
chebi	CHEBI:73361	methionine aminopeptidase 2 inhibitor		?	?	?	?
chebi	CHEBI:72575	alarm pheromone		?	?	?	?
chebi	CHEBI:26155	plant growth regulator		?	?	?	?
chebi	CHEBI:50903	carcinogenic agent		?	?	?	?
chebi	CHEBI:51372	neuromuscular agent		?	?	?	?
chebi	CHEBI:50509	potassium channel blocker		?	?	?	?
chebi	CHEBI:143204	peptide allergen		?	?	?	?
chebi	CHEBI:36333	local anaesthetic		?	?	?	?
chebi	CHEBI:25944	pesticide		?	?	?	?
chebi	CHEBI:33284	nutrient		?	?	?	?
chebi	CHEBI:35526	hypoglycemic agent		?	?	?	?
chebi	CHEBI:35678	histamine agonist		?	?	?	?
chebi	CHEBI:50910	neurotoxin		?	?	?	?
chebi	CHEBI:35232	radiopharmaceutical		?	?	?	?
chebi	CHEBI:61950	microtubule-stabilising agent		?	?	?	?
chebi	CHEBI:83296	orexin receptor antagonist		?	?	?	?
chebi	CHEBI:51237	Grignard reagent		?	?	?	?
chebi	CHEBI:70821	cathepsin L (EC 3.4.22.15) inhibitor		?	?	?	?
chebi	CHEBI:35208	physical tracer		?	?	?	?
chebi	CHEBI:51371	muscle relaxant		?	?	?	?
chebi	CHEBI:48668	gamma-secretase modulator		?	?	?	?
chebi	CHEBI:76964	Penicillium metabolite		?	?	?	?
chebi	CHEBI:38956	ectoparasiticide		?	?	?	?
chebi	CHEBI:36063	oxytocic		?	?	?	?
chebi	CHEBI:133016	5-hydroxytryptamine 2A receptor inverse agonist		?	?	?	?
chebi	CHEBI:75771	mouse metabolite		?	?	?	?
chebi	CHEBI:35522	beta-adrenergic agonist		?	?	?	?
chebi	CHEBI:73193	gibberellin biosynthesis inhibitor		?	?	?	?
chebi	CHEBI:131561	hyaluronic acid synthesis inhibitor		?	?	?	?
chebi	CHEBI:142738	tau aggregation inhibitor		?	?	?	?
chebi	CHEBI:77178	histological dye		?	?	?	?
chebi	CHEBI:50412	two-colour indicator		?	?	?	?
chebi	CHEBI:77715	nasal decongestant		?	?	?	?
chebi	CHEBI:78926	survivin dimerisation modulator		?	?	?	?
chebi	CHEBI:23354	coenzyme		?	?	?	?
chebi	CHEBI:50629	cyclooxygenase 2 inhibitor		?	?	?	?
chebi	CHEBI:141001	kisspeptin receptor agonist		?	?	?	?
chebi	CHEBI:72470	provitamin B1		?	?	?	?
chebi	CHEBI:50176	keratolytic drug		?	?	?	?
chebi	CHEBI:79085	potassium channel opener		?	?	?	?
chebi	CHEBI:71181	Sir2 inhibitor		?	?	?	?
chebi	CHEBI:83038	Daphnia galeata metabolite		?	?	?	?
chebi	CHEBI:50411	one-colour indicator		?	?	?	?
chebi	CHEBI:77608	loop diuretic		?	?	?	?
chebi	CHEBI:73336	vulnerary		?	?	?	?
chebi	CHEBI:76219	fluorogen		?	?	?	?
chebi	CHEBI:60832	tubulin modulator		?	?	?	?
chebi	CHEBI:90755	antidote to opioid poisoning		?	?	?	?
chebi	CHEBI:35569	alpha-adrenergic agonist		?	?	?	?
chebi	CHEBI:51068	miotic		?	?	?	?
chebi	CHEBI:64584	uremic toxin		?	?	?	?
chebi	CHEBI:50847	immunological adjuvant		?	?	?	?
chebi	CHEBI:33287	fertilizer		?	?	?	?
chebi	CHEBI:39116	pyrethroid ester insecticide		?	?	?	?
chebi	CHEBI:84087	human urinary metabolite		?	?	?	?
chebi	CHEBI:59886	HIV fusion inhibitor		?	?	?	?
chebi	CHEBI:50113	androgen		?	?	?	?
chebi	CHEBI:26115	phytoalexin		?	?	?	?
chebi	CHEBI:70724	cell dedifferentiation agent		?	?	?	?
chebi	CHEBI:141153	quinone outside inhibitor		?	?	?	?
chebi	CHEBI:25442	mycotoxin		?	?	?	?
chebi	CHEBI:70770	Aurora kinase inhibitor		?	?	?	?
chebi	CHEBI:38809	ryanodine receptor modulator		?	?	?	?
chebi	CHEBI:136643	propesticide		?	?	?	?
chebi	CHEBI:25728	osmolyte		?	?	?	?
chebi	CHEBI:35523	bronchodilator agent		?	?	?	?
chebi	CHEBI:53337	tissue adhesive		?	?	?	?
chebi	CHEBI:38877	intravenous anaesthetic		?	?	?	?
chebi	CHEBI:24869	ionophore		?	?	?	?
chebi	CHEBI:50241	cholinesterase reactivator		?	?	?	?
chebi	CHEBI:22581	antiauxins		?	?	?	?
chebi	CHEBI:145982	5-hydroxytryptamine 2A receptor agonist		?	?	?	?
chebi	CHEBI:146223	ryanodine receptor antagonist		?	?	?	?
chebi	CHEBI:137684	Papio hamadryas metabolite		?	?	?	?
chebi	CHEBI:38869	general anaesthetic		?	?	?	?
chebi	CHEBI:60311	thyroid hormone		?	?	?	?
chebi	CHEBI:48525	calcimimetic		?	?	?	?
chebi	CHEBI:53756	HIV-1 reverse transcriptase inhibitor		?	?	?	?
chebi	CHEBI:50112	sex hormone		?	?	?	?
chebi	CHEBI:90757	antidote to benzodiazepine poisoning		?	?	?	?
chebi	CHEBI:50685	antitrichomonal drug		?	?	?	?
chebi	CHEBI:26157	plant growth stimulator		?	?	?	?
chebi	CHEBI:87786	signal transducer and activator of transcription 5 protein inhibitor		?	?	?	?
chebi	CHEBI:37962	adrenergic agent		?	?	?	?
chebi	CHEBI:48705	agonist		?	?	?	?
chebi	CHEBI:50409	adsorption indicator		?	?	?	?
chebi	CHEBI:38867	anaesthetic		?	?	?	?
chebi	CHEBI:59163	biomarker		?	?	?	?
chebi	CHEBI:73333	scabicide		?	?	?	?
chebi	CHEBI:49324	female contraceptive drug		?	?	?	?
chebi	CHEBI:52943	carboxylic acid protecting group		?	?	?	?
chebi	CHEBI:73730	PPARbeta/delta agonist		?	?	?	?
chebi	CHEBI:79386	glycerophosphoinositol synthesis inhibitor		?	?	?	?
chebi	CHEBI:61026	bile therapy drug		?	?	?	?
chebi	CHEBI:49103	drug metabolite		?	?	?	?
chebi	CHEBI:64932	cathepsin B inhibitor		?	?	?	?
chebi	CHEBI:50103	excitatory amino acid agonist		?	?	?	?
chebi	CHEBI:35337	central nervous system stimulant		?	?	?	?
chebi	CHEBI:140160	Camellia sinensis metabolite		?	?	?	?
chebi	CHEBI:35475	non-steroidal anti-inflammatory drug		?	?	?	?
chebi	CHEBI:139084	cis-Golgi ArfGEF GBF inhibitor		?	?	?	?
chebi	CHEBI:71212	prohormone		?	?	?	?
chebi	CHEBI:132992	radiosensitizing agent		?	?	?	?
chebi	CHEBI:35204	tracer		?	?	?	?
chebi	CHEBI:65190	first generation antipsychotic		?	?	?	?
chebi	CHEBI:48676	fibrin modulating drug		?	?	?	?
chebi	CHEBI:53000	epitope		?	?	?	?
chebi	CHEBI:68509	glutathione depleting agent		?	?	?	?
chebi	CHEBI:33231	antitubercular agent		?	?	?	?
chebi	CHEBI:39317	growth regulator		?	?	?	?
chebi	CHEBI:35640	adrenergic uptake inhibitor		?	?	?	?
chebi	CHEBI:50504	osmotic diuretic		?	?	?	?
chebi	CHEBI:51374	GABA agent		?	?	?	?
chebi	CHEBI:62488	signalling molecule		?	?	?	?

chebi	CHEBI:76414	propellant		?	?	?	?
chebi	CHEBI:22153	acaricide		?	?	?	?
chebi	CHEBI:82655	animal growth promotant		?	?	?	?
chebi	CHEBI:60599	mu-opioid agent		?	?	?	?
chebi	CHEBI:50779	appetite enhancer		?	?	?	?
chebi	CHEBI:78006	food colour retention agent		?	?	?	?
chebi	CHEBI:50503	laxative		?	?	?	?
chebi	CHEBI:26413	pyrethroid insecticide		?	?	?	?
chebi	CHEBI:38941	schistosomicide drug		?	?	?	?
chebi	CHEBI:76967	human xenobiotic metabolite		?	?	?	?
chebi	CHEBI:35441	antiinfective agent		?	?	?	?
chebi	CHEBI:48218	antiseptic drug		?	?	?	?
chebi	CHEBI:64909	poison		?	?	?	?
chebi	CHEBI:75047	B-Raf inhibitor		?	?	?	?
chebi	CHEBI:50913	fixative		?	?	?	?
chebi	CHEBI:38215	calcium channel blocker		?	?	?	?
chebi	CHEBI:51166	Wittig reagent		?	?	?	?
chebi	CHEBI:35717	sedative		?	?	?	?
chebi	CHEBI:39216	antibiotic acaricide		?	?	?	?
chebi	CHEBI:78295	food component		?	?	?	?
chebi	CHEBI:35488	central nervous system depressant		?	?	?	?
chebi	CHEBI:60816	immunogen		?	?	?	?
chebi	CHEBI:35207	radioactive tracer		?	?	?	?
chebi	CHEBI:38324	cholinergic agonist		?	?	?	?
chebi	CHEBI:60788	affinity label		?	?	?	?
chebi	CHEBI:39277	fumigant insecticide		?	?	?	?
chebi	CHEBI:53353	GHB receptor agonist		?	?	?	?
chebi	CHEBI:22333	alkylating agent		?	?	?	?
chebi	CHEBI:73189	brassinosteroid biosynthesis inhibitor		?	?	?	?
chebi	CHEBI:66987	radiation protective agent		?	?	?	?
chebi	CHEBI:52211	physiological role		?	?	?	?
chebi	CHEBI:35473	tranquilizing drug		?	?	?	?
chebi	CHEBI:90375	Sir1 inhibitor		?	?	?	?
chebi	CHEBI:50188	provitamin		?	?	?	?
chebi	CHEBI:33229	vitamin		?	?	?	?
chebi	CHEBI:70781	PPAR modulator		?	?	?	?
chebi	CHEBI:39301	sulfite ester acaricide		?	?	?	?
chebi	CHEBI:25747	oxidized luciferins		?	?	?	?
chebi	CHEBI:77965	food anticaking agent		?	?	?	?
chebi	CHEBI:35444	antinematodal drug		?	?	?	?
chebi	CHEBI:70727	topoisomerase inhibitor		?	?	?	?
chebi	CHEBI:35219	plant growth retardant		?	?	?	?
chebi	CHEBI:73352	protein-sequencing agent		?	?	?	?
chebi	CHEBI:77035	expectorant		?	?	?	?
chebi	CHEBI:48876	muscarinic antagonist		?	?	?	?
chebi	CHEBI:48560	dopaminergic agent		?	?	?	?
chebi	CHEBI:39351	pyrethroid ether insecticide		?	?	?	?
chebi	CHEBI:71031	orphan drug		?	?	?	?
chebi	CHEBI:50410	colour indicator		?	?	?	?
chebi	CHEBI:26348	prosthetic group		?	?	?	?
chebi	CHEBI:50505	sweetening agent		?	?	?	?
chebi	CHEBI:145947	antiatherosclerotic agent		?	?	?	?
chebi	CHEBI:26841	synthetic auxin		?	?	?	?
chebi	CHEBI:23092	chemosterilant		?	?	?	?
chebi	CHEBI:52217	pharmaceutical		?	?	?	?
chebi	CHEBI:131791	HIV-1 Tat inhibitor		?	?	?	?
chebi	CHEBI:51076	antifouling biocide		?	?	?	?
chebi	CHEBI:136644	proinsecticide		?	?	?	?
chebi	CHEBI:63726	neuroprotective agent		?	?	?	?
chebi	CHEBI:79314	flame retardant		?	?	?	?
chebi	CHEBI:138090	ATPase motor cytoplasmic dynein inhibitor		?	?	?	?
chebi	CHEBI:72773	carotogenesis inhibitor		?	?	?	?
chebi	CHEBI:61015	nephrotoxin		?	?	?	?
chebi	CHEBI:35469	antidepressant		?	?	?	?
chebi	CHEBI:23530	cytokinin		?	?	?	?
chebi	CHEBI:77972	food glazing agent		?	?	?	?
chebi	CHEBI:142783	TRP channel modulator		?	?	?	?
chebi	CHEBI:38498	mitochondrial NADH:ubiquinone reductase inhibitor		?	?	?	?
chebi	CHEBI:66981	ophthalmology drug		?	?	?	?
chebi	CHEBI:25943	pesticide synergist		?	?	?	?
chebi	CHEBI:39316	mite growth regulator		?	?	?	?
chebi	CHEBI:79056	plasticiser		?	?	?	?
chebi	CHEBI:36335	trypanocidal drug		?	?	?	?
chebi	CHEBI:33289	avicide		?	?	?	?
chebi	CHEBI:76971	Escherichia coli metabolite		?	?	?	?
chebi	CHEBI:78016	food gelling agent		?	?	?	?
chebi	CHEBI:21241	vitamin C		?	?	?	?
chebi	CHEBI:50249	anticoagulant		?	?	?	?
