source_db	source_id	source_name	modulation	type	target_db	target_id	target_name
chebi	77484	EC 1.1.1.25 (shikimate dehydrogenase) inhibitor	inhibitor	?	?	?	?
chebi	61115	EC 3.5.1.98 (histone deacetylase) inhibitor	inhibitor	?	?	?	?
chebi	85011	EC 2.6.1.16 (glutamine--fructose-6-phosphate transaminase (isomerizing)) inhibitor	inhibitor	?	?	?	?
chebi	63146	insulin release inhibitor	inhibitor	?	?	?	?
chebi	76871	EC 2.1.1.* (methyltransferases) inhibitor	inhibitor	?	?	?	?
chebi	76881	EC 2.7.1.* (phosphotransferases with an alcohol group as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	76834	EC 2.5.* (non-methyl-alkyl or aryl transferase) inhibitor	inhibitor	?	?	?	?
chebi	53121	adenosine A2A receptor antagonist	antagonist	?	hgnc	263	ADORA2A
chebi	76876	EC 2.2.1.* (transketolase/transaldolase) inhibitor	inhibitor	?	?	?	?
chebi	50916	lipid kinase inhibitor	inhibitor	?	?	?	?
chebi	50781	EC 1.3.1.22 [3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))] inhibitor	inhibitor	?	?	?	?
chebi	38147	cardiotonic drug	drug	?	?	?	?
chebi	49205	CETP inhibitor	inhibitor	?	hgnc	1869	CETP
chebi	49205	CETP inhibitor	inhibitor	?	efo	0009133	cholesteryl ester transfer protein measurement
chebi	76729	EC 1.3.* (oxidoreductase acting on donor CH-CH group) inhibitor	inhibitor	?	?	?	?
chebi	38503	EC 1.6.5.3 [NADH:ubiquinone reductase (H(+)-translocating)] inhibitor	inhibitor	?	?	?	?
chebi	66956	antidyskinesia agent	agent	?	?	?	?
chebi	137514	TRPA1 channel agonist	agonist	?	mesh	D000074025	TRPA1 Cation Channel
chebi	73192	EC 1.3.3.4 (protoporphyrinogen oxidase) inhibitor	inhibitor	?	?	?	?
chebi	76898	EC 1.14.14.1 (unspecific monooxygenase) inhibitor	inhibitor	?	?	?	?
chebi	76725	EC 1.* (oxidoreductase) inhibitor	inhibitor	?	?	?	?
chebi	139512	EC 1.3.1.9 [enoyl-[acyl-carrier-protein] reductase (NADH)] inhibitor	inhibitor	?	?	?	?
chebi	64957	EC 3.4.21.39 (chymase) inhibitor	inhibitor	?	?	?	?
chebi	71196	glucagon-like peptide-1 receptor agonist	agonist	?	hgnc	4324	GLP1R
chebi	91092	EC 2.7.11.26 (tau-protein kinase) inhibitor	inhibitor	?	?	?	?
chebi	35617	flavouring agent	agent	?	?	?	?
chebi	77023	EC 2.3.3.1 [citrate (Si)-synthase] inhibitor	inhibitor	?	?	?	?
chebi	35820	antiprotozoal drug	drug	?	?	?	?
chebi	71942	EC 3.1.4.35 (3',5'-cyclic-GMP phosphodiesterase) inhibitor	inhibitor	?	?	?	?
chebi	76714	EC 4.4.* (C-S lyase) inhibitor	inhibitor	?	?	?	?
chebi	50790	EC 1.14.14.14 (aromatase) inhibitor	inhibitor	?	?	?	?
chebi	78366	EC 2.7.1.1 (hexokinase) inhibitor	inhibitor	?	?	?	?
chebi	71232	adenosine receptor antagonist	antagonist	?	mesh	D018047	Receptors, Purinergic P1
chebi	50444	adenosine phosphodiesterase inhibitor	inhibitor	?	?	?	?
chebi	130181	calmodulin antagonist	antagonist	?	fplx	CALM	CALM
chebi	133895	EC 2.5.1.46 (deoxyhypusine synthase) inhibitor	inhibitor	?	?	?	?
chebi	77881	EC 4.3.1.15 (diaminopropionate ammonia-lyase) inhibitor	inhibitor	?	?	?	?
chebi	38234	DNA polymerase inhibitor	inhibitor	?	?	?	?
chebi	50267	protective agent	agent	?	?	?	?
chebi	64697	acyl-CoA:cholesterol acyltransferase 2 inhibitor	inhibitor	?	?	?	?
chebi	132717	bleaching agent	agent	?	?	?	?
chebi	35941	serotonergic agonist	agonist	?	?	?	?
chebi	61950	microtubule-stabilising agent	agent	?	?	?	?
chebi	50382	EC 2.4.1.80 (ceramide glucosyltransferase) inhibitor	inhibitor	?	?	?	?
chebi	50925	EC 2.7.11.1 (non-specific serine/threonine protein kinase) inhibitor	inhibitor	?	?	?	?
chebi	139044	thromboxane A2 agonist	agonist	?	chebi	15627	thromboxane A2
chebi	139044	thromboxane A2 agonist	agonist	?	chebi	57445	thromboxane A2(1-)
chebi	91025	erythropoietin inhibitor	inhibitor	?	hgnc	3415	EPO
chebi	91025	erythropoietin inhibitor	inhibitor	?	chebi	81579	Erythropoietin
chebi	38502	cytochrome-bc1 complex inhibitor	inhibitor	?	fplx	ETC_complex_III	ETC_complex_III
chebi	38502	cytochrome-bc1 complex inhibitor	inhibitor	?	go	0008121	ubiquinol-cytochrome-c reductase activity
chebi	38502	cytochrome-bc1 complex inhibitor	inhibitor	?	go	0045275	respiratory chain complex III
chebi	78031	Wnt signalling inhibitor	inhibitor	?	?	?	?
chebi	77970	food thickening agent	agent	?	?	?	?
chebi	145437	uncoupling protein inhibitor	inhibitor	?	?	?	?
chebi	24941	juvenile hormone antagonists	antagonists	?	chebi	24943	juvenile hormone
chebi	64924	hepatitis C protease inhibitor	inhibitor	?	?	?	?
chebi	149639	EC 3.4.21.36 (pancreatic elastase) inhibitor	inhibitor	?	?	?	?
chebi	50269	EC 1.1.1.1 (alcohol dehydrogenase) inhibitor	inhibitor	?	?	?	?
chebi	76830	EC 5.99.1.* (miscellaneous isomerase) inhibitor	inhibitor	?	?	?	?
chebi	70728	actin polymerisation inhibitor	inhibitor	?	?	?	?
chebi	73966	nitric oxide synthase activator	activator	?	mesh	D019001	Nitric Oxide Synthase
chebi	38500	EC 1.9.3.1 (cytochrome c oxidase) inhibitor	inhibitor	?	?	?	?
chebi	50177	dermatologic drug	drug	?	?	?	?
chebi	142783	TRP channel modulator	modulator	?	?	?	?
chebi	66894	erythropeotin receptor agonist	agonist	?	?	?	?
chebi	76735	EC 1.8.* (oxidoreductase acting on sulfur group of donors) inhibitor	inhibitor	?	?	?	?
chebi	73311	adenosine receptor agonist	agonist	?	mesh	D018047	Receptors, Purinergic P1
chebi	66900	prostaglandin receptor agonist	agonist	?	mesh	D011982	Receptors, Prostaglandin
chebi	138090	ATPase motor cytoplasmic dynein inhibitor	inhibitor	?	?	?	?
chebi	76823	EC 6.3.1.* (acid-ammonia/amine ligase) inhibitor	inhibitor	?	?	?	?
chebi	78377	EC 1.3.1.8 [acyl-CoA dehydrogenase (NADP(+))] inhibitor	inhibitor	?	?	?	?
chebi	75968	EC 6.3.2.19 (ubiquitin--protein ligase) inhibitor	inhibitor	?	?	?	?
chebi	90714	retinoic acid receptor antagonist	antagonist	?	fplx	RAR	RAR
chebi	84036	EC 3.4.24.24 (gelatinase A) inhibitor	inhibitor	?	?	?	?
chebi	136580	LRH-1 antagonist	antagonist	?	hgnc	7984	NR5A2
chebi	136580	LRH-1 antagonist	antagonist	?	hgnc	8536	P2RX5
chebi	143001	GABAB receptor agonist	agonist	?	mesh	D018080	Receptors, GABA-B
chebi	76744	EC 1.17.* (oxidoreductase acting on CH or CH2) inhibitor	inhibitor	?	?	?	?
chebi	76812	EC 2.7.11.* (protein-serine/threonine kinase) inhibitor	inhibitor	?	?	?	?
chebi	101086	EC 5.4.99.7 (lanosterol synthase) inhibitor	inhibitor	?	?	?	?
chebi	140922	glioma-associated oncogene inhibitor	inhibitor	?	hgnc	4317	GLI1
chebi	76748	EC 1.21.* (oxidoreductase acting on X-H and Y-H to form an X-Y bond) inhibitor	inhibitor	?	?	?	?
chebi	64054	delta-opioid receptor agonist	agonist	?	mesh	D017465	Receptors, Opioid, delta
chebi	131495	formyl peptide receptor agonist	agonist	?	mesh	D044042	Receptors, Formyl Peptide
chebi	59105	EC 6.3.2.* (acid--D-amino-acid ligase) inhibitor	inhibitor	?	?	?	?
chebi	76663	EC 2.5.1.* (non-methyl-alkyl or aryl transferase) inhibitor	inhibitor	?	?	?	?
chebi	134084	EC 1.15.1.1 (superoxide dismutase) inhibitor	inhibitor	?	?	?	?
chebi	50792	estrogen receptor antagonist	antagonist	?	hgnc	3467	ESR1
chebi	78003	food bleaching agent	agent	?	?	?	?
chebi	76902	EC 1.14.11.* (oxidoreductase acting on paired donors, 2-oxoglutarate as one donor, incorporating 1 atom each of oxygen into both donors) inhibitor	inhibitor	?	?	?	?
chebi	50696	EC 2.4.1.129 (peptidoglycan glycosyltransferase) inhibitor	inhibitor	?	?	?	?
chebi	50502	EC 2.5.1.15 (dihydropteroate synthase) inhibitor	inhibitor	?	?	?	?
chebi	72571	pro-angiogenic agent	agent	?	?	?	?
chebi	141153	quinone outside inhibitor	inhibitor	?	?	?	?
chebi	53559	topoisomerase IV inhibitor	inhibitor	?	mesh	D027101	DNA Topoisomerase IV
chebi	78547	protein kinase A agonist	agonist	?	fplx	PKA	PKA
chebi	138924	EC 6.3.4.* (other carbon--nitrogen ligases) inhibitor	inhibitor	?	?	?	?
chebi	64763	EC 3.1.4.11 (phosphoinositide phospholipase C) inhibitor	inhibitor	?	?	?	?
chebi	37961	H2-receptor antagonist	antagonist	?	?	?	?
chebi	73352	protein-sequencing agent	agent	?	?	?	?
chebi	38070	anti-arrhythmia drug	drug	?	?	?	?
chebi	83741	phospholipid biosynthesis inhibitor	inhibitor	?	go	0008654	phospholipid biosynthetic process
chebi	138925	EC 6.3.4.2 [CTP synthase (glutamine hydrolyzing)] inhibitor	inhibitor	?	?	?	?
chebi	64946	anti-HIV agent	agent	?	?	?	?
chebi	68494	apoptosis inhibitor	inhibitor	?	go	0006915	apoptotic process
chebi	77255	EC 3.4.24.83 (anthrax lethal factor endopeptidase) inhibitor	inhibitor	?	?	?	?
chebi	137114	bromodomain-containing protein 4 inhibitor	inhibitor	?	hgnc	13575	BRD4
chebi	85618	EC 2.5.1.31 \{ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]\} inhibitor	inhibitor	?	?	?	?
chebi	64154	H3-receptor agonist	agonist	?	?	?	?
chebi	64033	EC 3.5.1.99 (fatty acid amide hydrolase) inhibitor	inhibitor	?	?	?	?
chebi	70821	cathepsin L (EC 3.4.22.15) inhibitor	inhibitor	?	?	?	?
chebi	59282	kappa-opioid receptor agonist	agonist	?	mesh	D017473	Receptors, Opioid, kappa
chebi	76746	EC 1.19.* (oxidoreductase acting on reduced flavodoxin as donor) inhibitor	inhibitor	?	?	?	?
chebi	60598	opioid agent	agent	?	?	?	?
chebi	76870	EC 1.9.3.* (oxidoreductase acting on donor heme group, oxygen as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	77964	anticaking agent	agent	?	?	?	?
chebi	142481	EC 1.14.15.3 (alkane 1-monooxygenase) inhibitor	inhibitor	?	?	?	?
chebi	76747	EC 1.20.* (oxidoreductase acting on P or As in donors) inhibitor	inhibitor	?	?	?	?
chebi	76863	EC 1.5.1.* (oxidoreductase acting on donor CH-NH group, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	102248	EC 1.14.11.29 (hypoxia-inducible factor-proline dioxygenase) inhibitor	inhibitor	?	?	?	?
chebi	132771	EC 3.6.5.* (hydrolases acting on GTP; involved in cellular and subcellular movement) inhibitor	inhibitor	?	?	?	?
chebi	77402	EC 1.8.1.12 (trypanothione-disulfide reductase) inhibitor	inhibitor	?	?	?	?
chebi	139503	vitamin D receptor agonist	agonist	?	hgnc	12679	VDR
chebi	50141	bronchoconstrictor agent	agent	?	?	?	?
chebi	71300	EC 2.* (transferase) inhibitor	inhibitor	?	?	?	?
chebi	74914	microarray analysis reagent	agent	?	?	?	?
chebi	76796	EC 3.4.22.* (cysteine endopeptidase) inhibitor	inhibitor	?	?	?	?
chebi	66908	SMO receptor antagonist	antagonist	?	?	?	?
chebi	61026	bile therapy drug	drug	?	?	?	?
chebi	50266	prodrug	drug	?	chebi	32866	L-prolino group
chebi	50266	prodrug	drug	?	chebi	50342	L-proline residue
chebi	50266	prodrug	drug	?	chebi	32865	L-prolyl group
chebi	76595	nephroprotective agent	agent	?	?	?	?
chebi	132992	radiosensitizing agent	agent	?	?	?	?
chebi	137079	eukaryotic initiation factor 4F inhibitor	inhibitor	?	mesh	D039562	Eukaryotic Initiation Factor-4F
chebi	65259	GABA antagonist	antagonist	?	chebi	16865	gamma-aminobutyric acid
chebi	131611	teichoic acid biosynthesis inhibitor	inhibitor	?	go	0019350	teichoic acid biosynthetic process
chebi	139180	nicotinic acid adenine dinucleotide phosphate receptor antagonist	antagonist	?	?	?	?
chebi	35608	EC 3.1.3.48 (protein-tyrosine-phosphatase) inhibitor	inhibitor	?	?	?	?
chebi	76809	EC 3.5.4.* (non-peptide cyclic amidine C-N hydrolase) inhibitor	inhibitor	?	?	?	?
chebi	63510	EC 3.6.3.9 (Na(+)/K(+)-transporting ATPase) inhibitor	inhibitor	?	?	?	?
chebi	84802	EC 2.7.1.151 (inositol-polyphosphate multikinase) inhibitor	inhibitor	?	?	?	?
chebi	76906	EC 4.1.1.* (carboxy-lyase) inhibitor	inhibitor	?	?	?	?
chebi	84264	EC 3.5.1.19 (nicotinamidase) inhibitor	inhibitor	?	?	?	?
chebi	67126	colorimetric reagent	agent	?	?	?	?
chebi	76879	EC 2.6.1.* (transaminase) inhibitor	inhibitor	?	?	?	?
chebi	64237	EC 2.7.8.15 (UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase) inhibitor	inhibitor	?	?	?	?
chebi	51166	Wittig reagent	agent	?	?	?	?
chebi	76808	EC 3.5.2.* (non-peptide cyclic amide C-N hydrolase) inhibitor	inhibitor	?	?	?	?
chebi	138921	EC 6.3.5.5 [carbamoyl-phosphate synthase (glutamine-hydrolysing)] inhibitor	inhibitor	?	?	?	?
chebi	60601	delta-opioid agent	agent	?	?	?	?
chebi	75603	EC 6.* (ligase) inhibitor	inhibitor	?	?	?	?
chebi	36047	antibacterial drug	drug	?	?	?	?
chebi	76696	EC 5.5.* (intramolecular lyase) inhibitor	inhibitor	?	?	?	?
chebi	64915	antiplasmodial drug	drug	?	?	?	?
chebi	136984	EC 4.4.1.14 (1-aminocyclopropane-1-carboxylate synthase) inhibitor	inhibitor	?	?	?	?
chebi	75600	EC 6.3.* (C-N bond-forming ligase) inhibitor	inhibitor	?	?	?	?
chebi	48550	EC 1.1.1.21 (aldehyde reductase) inhibitor	inhibitor	?	?	?	?
chebi	38499	mitochondrial cytochrome-bc1 complex inhibitor	inhibitor	?	go	0005750	mitochondrial respiratory chain complex III
chebi	76697	EC 5.99.* (other isomerases) inhibitor	inhibitor	?	?	?	?
chebi	76824	EC 6.4.1.* (carboxylase) inhibitor	inhibitor	?	?	?	?
chebi	50905	teratogenic agent	agent	?	?	?	?
chebi	76850	EC 1.17.3.* (oxidoreductase acting on CH or CH2 with oxygen as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	76752	EC 1.23.* (oxidoreductase acting on C-O-C group as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	83316	EC 1.14.13.72 (methylsterol monooxygenase) inhibitor	inhibitor	?	?	?	?
chebi	78381	EC 5.1.2.* (racemases acting on hydroxy acids and derivatives) inhibitor	inhibitor	?	?	?	?
chebi	64919	EC 2.3.1.20 (diacylglycerol O-acyltransferase) inhibitor	inhibitor	?	?	?	?
chebi	90961	ERK dimerisation inhibitor	inhibitor	?	?	?	?
chebi	76741	EC 1.14.* (oxidoreductase acting on paired donors, with incorporation or reduction of molecular oxygen) inhibitor	inhibitor	?	?	?	?
chebi	74234	EC 1.1.1.153 [sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)] inhibitor	inhibitor	?	?	?	?
chebi	35471	psychotropic drug	drug	?	?	?	?
chebi	63932	EC 1.14.16.2 (tyrosine 3-monooxygenase) inhibitor	inhibitor	?	?	?	?
chebi	65065	EC 2.1.1.72 [site-specific DNA-methyltransferase (adenine-specific)] inhibitor	inhibitor	?	?	?	?
chebi	48422	angiogenesis inhibitor	inhibitor	?	go	0001525	angiogenesis
chebi	55347	vitamin K antagonist	antagonist	?	chebi	28384	vitamin K
chebi	70727	topoisomerase inhibitor	inhibitor	?	fplx	TOP	TOP
chebi	77953	EC 6.1.1.4 (leucine--tRNA ligase) inhibitor	inhibitor	?	?	?	?
chebi	76730	EC 1.4.* (oxidoreductase acting on donor CH-NH2 group) inhibitor	inhibitor	?	?	?	?
chebi	76829	EC 5.4.3.* (intramolecular transferase transferring amino groups) inhibitor	inhibitor	?	?	?	?
chebi	51374	GABA agent	agent	?	chebi	16865	gamma-aminobutyric acid
chebi	67195	gap junctional intercellular communication inhibitor	inhibitor	?	?	?	?
chebi	144987	sphingosine-1-phosphate receptor antagonist	antagonist	?	mesh	D000081025	Sphingosine-1-Phosphate Receptors
chebi	52629	EC 3.1.26.13 (retroviral ribonuclease H) inhibitor	inhibitor	?	?	?	?
chebi	50445	EC 3.5.4.4 (adenosine deaminase) inhibitor	inhibitor	?	?	?	?
chebi	64176	H3-receptor antagonist	antagonist	?	?	?	?
chebi	136558	EC 1.11.1.7 (peroxidase) inhibitor	inhibitor	?	?	?	?
chebi	59844	antihyperplasia drug	drug	?	?	?	?
chebi	76779	EC 3.4.21.26 (prolyl oligopeptidase) inhibitor	inhibitor	?	?	?	?
chebi	67199	AP-1 antagonist	antagonist	?	fplx	AP1	AP1
chebi	67199	AP-1 antagonist	antagonist	?	hgnc	3796	FOS
chebi	67199	AP-1 antagonist	antagonist	?	hgnc	3797	FOSB
chebi	67199	AP-1 antagonist	antagonist	?	hgnc	6204	JUN
chebi	67199	AP-1 antagonist	antagonist	?	hgnc	6206	JUND
chebi	67199	AP-1 antagonist	antagonist	?	chebi	62519	(2S,3S,5R,10R,12S,14S,15R,16R)-2-amino-12,16-dimethylicosane-3,5,10,14,15-pentol
chebi	76757	EC 1.99.* (other oxidoreductases using O2 as oxidant) inhibitor	inhibitor	?	?	?	?
chebi	76797	EC 2.5.1.18 (glutathione transferase) inhibitor	inhibitor	?	?	?	?
chebi	87588	Smad3 inhibitor	inhibitor	?	hgnc	6769	SMAD3
chebi	72716	EC 2.3.2.13 (protein-glutamine gamma-glutamyltransferase) inhibitor	inhibitor	?	?	?	?
chebi	68553	guanylate cyclase 2C agonist	agonist	?	hgnc	4688	GUCY2C
chebi	90318	EC 6.4.1.1 (pyruvate carboxylase) inhibitor	inhibitor	?	?	?	?
chebi	76883	EC 3.11.1.* (hydrolases acting on C-P bonds of phosphono-acetaldehyde, -acetate, or -pyruvate) inhibitor	inhibitor	?	?	?	?
chebi	76734	EC 1.7.* (oxidoreductase acting on other nitrogenous compounds as donors) inhibitor	inhibitor	?	?	?	?
chebi	64964	EC 1.13.11.34 (arachidonate 5-lipoxygenase) inhibitor	inhibitor	?	?	?	?
chebi	84801	EC 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor	inhibitor	?	?	?	?
chebi	77706	EC 3.4.19.3 (pyroglutamyl-peptidase I) inhibitor	inhibitor	?	?	?	?
chebi	88295	G-protein-coupled receptor antagonist	antagonist	?	?	?	?
chebi	50514	vasoconstrictor agent	agent	?	?	?	?
chebi	50739	estrogen receptor modulator	modulator	?	hgnc	3467	ESR1
chebi	76767	EC 3.8.* (hydrolases acting on halide bonds) inhibitor	inhibitor	?	?	?	?
chebi	140489	tropomyosin-related kinase B receptor agonist	agonist	?	?	?	?
chebi	37334	diagnostic imaging agent	agent	?	mesh	D003952	Diagnostic Imaging
chebi	71476	EC 2.3.1.85 (fatty acid synthase) inhibitor	inhibitor	?	?	?	?
chebi	76395	EC 2.3.1.48 (histone acetyltransferase) inhibitor	inhibitor	?	?	?	?
chebi	35526	hypoglycemic agent	agent	?	?	?	?
chebi	84804	EC 2.7.4.6 (nucleoside-diphosphate kinase) inhibitor	inhibitor	?	?	?	?
chebi	50241	cholinesterase reactivator	activator	?	?	?	?
chebi	82891	glucocorticoid receptor antagonist	antagonist	?	hgnc	7978	NR3C1
chebi	85048	EC 1.10.3.* (oxidoreductase acting on diphenols and related substances as donors with oxygen as acceptor) inhibitor	inhibitor	?	?	?	?
chebi	73240	NF-kappaB inhibitor	inhibitor	?	fplx	NFkappaB	NFkappaB
chebi	73240	NF-kappaB inhibitor	inhibitor	?	hgnc	7794	NFKB1
chebi	68563	P2Y12 receptor antagonist	antagonist	?	?	?	?
chebi	76891	EC 3.4.11.14 (cytosol alanyl aminopeptidase) inhibitor	inhibitor	?	?	?	?
chebi	76693	EC 5.2.* (cis-trans-isomerase) inhibitor	inhibitor	?	?	?	?
chebi	50242	enzyme reactivator	activator	?	?	?	?
chebi	50788	EC 1.1.1.210 [3beta(or 20alpha)-hydroxysteroid dehydrogenase] inhibitor	inhibitor	?	?	?	?
chebi	33282	antibacterial agent	agent	?	?	?	?
