source_db	source_id	source_name	modulation	type	target_db	target_id	target_name
chebi	76750	EC 1.22.* (oxidoreductase acting on halogen in donors) inhibitor	inhibitor	protein family	eccode	1.22	1.22
chebi	76752	EC 1.23.* (oxidoreductase acting on C-O-C group as acceptor) inhibitor	inhibitor	protein family	eccode	1.23	1.23
chebi	76729	EC 1.3.* (oxidoreductase acting on donor CH-CH group) inhibitor	inhibitor	protein family	eccode	1.3	1.3
chebi	76857	EC 1.3.1.* (oxidoreductase acting on donor CH-CH group, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	eccode	1.3.1	1.3.1
chebi	50781	EC 1.3.1.22 [3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))] inhibitor	inhibitor	protein family	eccode	1.3.1.22	1.3.1.22
chebi	64416	EC 1.3.1.43 (arogenate dehydrogenase) inhibitor	inhibitor	protein family	eccode	1.3.1.43	1.3.1.43
chebi	83319	EC 1.3.1.70 (Delta(14)-sterol reductase) inhibitor	inhibitor	protein family	eccode	1.3.1.70	1.3.1.70
chebi	78728	EC 1.3.1.72 (Delta(24)-sterol reductase) inhibitor	inhibitor	protein family	eccode	1.3.1.72	1.3.1.72
chebi	78377	EC 1.3.1.8 [acyl-CoA dehydrogenase (NADP(+))] inhibitor	inhibitor	protein family	eccode	1.3.1.8	1.3.1.8
chebi	139512	EC 1.3.1.9 [enoyl-[acyl-carrier-protein] reductase (NADH)] inhibitor	inhibitor	protein family	eccode	1.3.1.9	1.3.1.9
chebi	76860	EC 1.3.3.* (oxidoreductase acting on donor CH-CH group, oxygen as acceptor) inhibitor	inhibitor	protein family	eccode	1.3.3	1.3.3
chebi	73192	EC 1.3.3.4 (protoporphyrinogen oxidase) inhibitor	inhibitor	protein family	eccode	1.3.3.4	1.3.3.4
chebi	77102	EC 1.3.5.* (oxidoreductase acting on CH-CH of donor with a quinone or related compound as acceptor) inhibitor	inhibitor	protein family	eccode	1.3.5	1.3.5
chebi	83072	EC 1.3.5.1 [succinate dehydrogenase (quinone)] inhibitor	inhibitor	protein family	eccode	1.3.5.1	1.3.5.1
chebi	77103	EC 1.3.5.2 [dihydroorotate dehydrogenase (quinone)] inhibitor	inhibitor	protein family	eccode	1.3.5.2	1.3.5.2
chebi	76858	EC 1.3.98.* (oxidoreductase acting on donor CH-CH group, with other, known, acceptors) inhibitor	inhibitor	protein family	eccode	1.3.98	1.3.98
chebi	68542	EC 1.3.98.1 [dihydroorotate oxidase (fumarate)] inhibitor	inhibitor	protein family	eccode	1.3.98.1	1.3.98.1
chebi	76859	EC 1.3.99.* (oxidoreductase acting on donor CH-CH group, with other acceptors) inhibitor	inhibitor	protein family	eccode	1.3.99	1.3.99
chebi	72774	EC 1.3.99.29 [phytoene desaturase (zeta-carotene-forming)] inhibitor	inhibitor	protein family	eccode	1.3.99.29	1.3.99.29
chebi	76730	EC 1.4.* (oxidoreductase acting on donor CH-NH2 group) inhibitor	inhibitor	protein family	eccode	1.4	1.4
chebi	86009	EC 1.4.1.* (oxidoreductase acting on donor CH-NH2 group; NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	eccode	1.4.1	1.4.1
chebi	86010	EC 1.4.1.3 \{glutamate dehydrogenase [NAD(P)(+)]\} inhibitor	inhibitor	protein family	eccode	1.4.1.3	1.4.1.3
chebi	76861	EC 1.4.3.* (oxidoreductase acting on donor CH-NH2 group, oxygen as acceptor) inhibitor	inhibitor	protein family	eccode	1.4.3	1.4.3
chebi	144097	EC 1.4.3.2 (L-amino-acid oxidase) inhibitor	inhibitor	protein family	eccode	1.4.3.2	1.4.3.2
chebi	53659	EC 1.4.3.22 (diamine oxidase) inhibitor	inhibitor	protein family	eccode	1.4.3.22	1.4.3.22
chebi	85052	EC 1.4.3.3 (D-amino-acid oxidase) inhibitor	inhibitor	protein family	eccode	1.4.3.3	1.4.3.3
chebi	38623	EC 1.4.3.4 (monoamine oxidase) inhibitor	inhibitor	protein family	eccode	1.4.3.4	1.4.3.4
chebi	76862	EC 1.4.4.* (oxidoreductase acting on donor CH-NH2 group, a disulfide as acceptor) inhibitor	inhibitor	protein family	eccode	1.4.4	1.4.4
chebi	75429	EC 1.4.4.2 [glycine dehydrogenase (aminomethyl-transferring)] inhibitor	inhibitor	protein family	eccode	1.4.4.2	1.4.4.2
chebi	77088	EC 1.4.7.* (oxidoreductase acting on donor CH-NH2 group, Fe-S protein as acceptor) inhibitor	inhibitor	protein family	eccode	1.4.7	1.4.7
chebi	62089	EC 1.4.7.1 [glutamate synthase (ferredoxin)] inhibitor	inhibitor	protein family	eccode	1.4.7.1	1.4.7.1
chebi	76731	EC 1.5.* (oxidoreductase acting on donor CH-NH group) inhibitor	inhibitor	protein family	eccode	1.5	1.5
chebi	76863	EC 1.5.1.* (oxidoreductase acting on donor CH-NH group, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	eccode	1.5.1	1.5.1
chebi	50683	EC 1.5.1.3 (dihydrofolate reductase) inhibitor	inhibitor	protein family	eccode	1.5.1.3	1.5.1.3
chebi	76733	EC 1.6.* (oxidoreductase acting on NADH or NADPH) inhibitor	inhibitor	protein family	eccode	1.6	1.6
chebi	76867	EC 1.6.3.* (oxidoreductase acting on NADH or NADPH with oxygen as acceptor) inhibitor	inhibitor	protein family	eccode	1.6.3	1.6.3
chebi	50423	EC 1.6.3.1. [NAD(P)H oxidase (H2O2-forming)] inhibitor	inhibitor	protein family	eccode	1.6.3.1	1.6.3.1
chebi	76866	EC 1.6.5.* (oxidoreductase acting on NADH or NADPH with a quinone or similar as acceptor) inhibitor	inhibitor	protein family	eccode	1.6.5	1.6.5
chebi	50390	EC 1.6.5.2 [NAD(P)H dehydrogenase (quinone)] inhibitor	inhibitor	protein family	eccode	1.6.5.2	1.6.5.2
chebi	38503	EC 1.6.5.3 [NADH:ubiquinone reductase (H(+)-translocating)] inhibitor	inhibitor	protein family	eccode	1.6.5.3	1.6.5.3
chebi	76734	EC 1.7.* (oxidoreductase acting on other nitrogenous compounds as donors) inhibitor	inhibitor	protein family	eccode	1.7	1.7
chebi	76735	EC 1.8.* (oxidoreductase acting on sulfur group of donors) inhibitor	inhibitor	protein family	eccode	1.8	1.8
chebi	76869	EC 1.8.1.* (oxidoreductase acting on sulfur group of donors, NAD(+) or NADP(+) as acceptor) inhibitor	inhibitor	protein family	eccode	1.8.1	1.8.1
chebi	77402	EC 1.8.1.12 (trypanothione-disulfide reductase) inhibitor	inhibitor	protein family	eccode	1.8.1.12	1.8.1.12
chebi	134545	EC 1.8.1.4 (dihydrolipoyl dehydrogenase) inhibitor	inhibitor	protein family	eccode	1.8.1.4	1.8.1.4
chebi	64670	EC 1.8.1.9 (thioredoxin reductase) inhibitor	inhibitor	protein family	pr	000024130	thioredoxin reductase
chebi	64670	EC 1.8.1.9 (thioredoxin reductase) inhibitor	inhibitor	protein family	eccode	1.8.1.9	1.8.1.9
chebi	90920	EC 1.8.5.* (oxidoreductase acting on sulfur group donors, quinone or similar as acceptor) inhibitor	inhibitor	protein family	eccode	1.8.5	1.8.5
chebi	90921	EC 1.8.5.4 (sulfide:quinone reductase) inhibitor	inhibitor	protein family	eccode	1.8.5.4	1.8.5.4
chebi	76736	EC 1.9.* (oxidoreductase acting on donor heme group) inhibitor	inhibitor	protein family	eccode	1.9	1.9
chebi	76870	EC 1.9.3.* (oxidoreductase acting on donor heme group, oxygen as acceptor) inhibitor	inhibitor	protein family	eccode	1.9.3	1.9.3
chebi	38500	EC 1.9.3.1 (cytochrome c oxidase) inhibitor	inhibitor	protein family	eccode	1.9.3.1	1.9.3.1
chebi	76753	EC 1.97.* (other oxidoreductase) inhibitor	inhibitor	protein family	eccode	1.97	1.97
chebi	76755	EC 1.98.* (enzymes using H2 as reductant) inhibitor	inhibitor	protein family	eccode	1.98	1.98
chebi	76757	EC 1.99.* (other oxidoreductases using O2 as oxidant) inhibitor	inhibitor	protein family	eccode	1.99	1.99
chebi	71300	EC 2.* (transferase) inhibitor	inhibitor	protein family	eccode	2	2
chebi	76655	EC 2.1.* (C1-transferase) inhibitor	inhibitor	protein family	eccode	2.1	2.1
chebi	76871	EC 2.1.1.* (methyltransferases) inhibitor	inhibitor	protein family	eccode	2.1.1	2.1.1
chebi	77111	EC 2.1.1.116 [3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase] inhibitor	inhibitor	protein family	eccode	2.1.1.116	2.1.1.116
chebi	77115	EC 2.1.1.122 [(S)-tetrahydroprotoberberine N-methyltransferase] inhibitor	inhibitor	protein family	eccode	2.1.1.122	2.1.1.122
chebi	90190	EC 2.1.1.37 [DNA (cytosine-5-)-methyltransferase] inhibitor	inhibitor	protein family	eccode	2.1.1.37	2.1.1.37
chebi	71178	EC 2.1.1.4 (acetylserotonin O-methyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.1.4	2.1.1.4
chebi	63720	EC 2.1.1.45 (thymidylate synthase) inhibitor	inhibitor	protein family	eccode	2.1.1.45	2.1.1.45
chebi	48406	EC 2.1.1.6 (catechol O-methyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.1.6	2.1.1.6
chebi	65065	EC 2.1.1.72 [site-specific DNA-methyltransferase (adenine-specific)] inhibitor	inhibitor	protein family	eccode	2.1.1.72	2.1.1.72
chebi	65064	EC 2.1.1.79 (cyclopropane-fatty-acyl-phospholipid synthase) inhibitor	inhibitor	protein family	eccode	2.1.1.79	2.1.1.79
chebi	110725	EC 2.1.1.8 (histamine N-methyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.1.8	2.1.1.8
chebi	76874	EC 2.1.2.* (hydroxymethyl-, formyl- and related transferases) inhibitor	inhibitor	protein family	eccode	2.1.2	2.1.2
chebi	64570	EC 2.1.2.1 (glycine hydroxymethyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.2.1	2.1.2.1
chebi	63721	EC 2.1.2.2 (phosphoribosylglycinamide formyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.2.2	2.1.2.2
chebi	143002	EC 2.1.3.* (carboxy- and carbamoyltransferases) inhibitor	inhibitor	protein family	eccode	2.1.3	2.1.3
chebi	143003	EC 2.1.3.3 (ornithine carbamoyltransferase) inhibitor	inhibitor	protein family	eccode	2.1.3.3	2.1.3.3
chebi	76681	EC 2.10.* (Mo- or W-containing group transferase) inhibitor	inhibitor	protein family	eccode	2.10	2.10
chebi	76660	EC 2.2.* (aldehyde or ketone transferase) inhibitor	inhibitor	protein family	eccode	2.2	2.2
chebi	76876	EC 2.2.1.* (transketolase/transaldolase) inhibitor	inhibitor	protein family	eccode	2.2.1	2.2.1
chebi	22180	EC 2.2.1.6 (acetolactate synthase) inhibitor	inhibitor	protein family	eccode	2.2.1.6	2.2.1.6
chebi	76661	EC 2.3.* (acyltransferase) inhibitor	inhibitor	protein family	eccode	2.3	2.3
chebi	76878	EC 2.3.1.* (acyltransferase transferring other than amino-acyl group) inhibitor	inhibitor	protein family	eccode	2.3.1	2.3.1
